frame_id,timestamp,px,py,pz,qx,qy,qz,qw
5668,1775010724.1343966,-0.8016639351844788,0.2289613038301468,-1.500787615776062,-0.0053155082277953625,0.9976511001586914,0.004685787484049797,0.06813306361436844
5669,1775010724.1455078,-0.8016642928123474,0.22895915806293488,-1.500795841217041,-0.005335238296538591,0.997653603553772,0.004695784766227007,0.06809424608945847
5670,1775010724.1566188,-0.8016614317893982,0.2289566993713379,-1.5008095502853394,-0.005319701507687569,0.9976534843444824,0.0046883211471140385,0.06809739023447037
5671,1775010724.1677299,-0.8016648888587952,0.22895805537700653,-1.5008105039596558,-0.0053059132769703865,0.9976539015769958,0.0047138347290456295,0.0680905133485794
5672,1775010724.178841,-0.801659882068634,0.2289629876613617,-1.5008084774017334,-0.005308241583406925,0.9976553320884705,0.004718283656984568,0.06806958466768265
5673,1775010724.1899521,-0.8016577959060669,0.22896741330623627,-1.5007988214492798,-0.00531495688483119,0.99765545129776,0.0047176494263112545,0.0680682510137558
5674,1775010724.2010632,-0.8016542196273804,0.2289622724056244,-1.5007965564727783,-0.0052969083189964294,0.9976553916931152,0.004713267553597689,0.06806968152523041
5675,1775010724.2121744,-0.8016531467437744,0.22895961999893188,-1.5008021593093872,-0.00530809024348855,0.9976556897163391,0.004704962018877268,0.06806456297636032
5676,1775010724.2232854,-0.8016538619995117,0.2289552092552185,-1.500808596611023,-0.005289003252983093,0.9976552724838257,0.0047104316763579845,0.06807351857423782
5677,1775010724.2343967,-0.8016583323478699,0.2289511114358902,-1.5008069276809692,-0.005293830763548613,0.9976565837860107,0.0047199479304254055,0.06805183738470078
5678,1775010724.2455077,-0.801660418510437,0.2289562225341797,-1.500795602798462,-0.005317359697073698,0.9976566433906555,0.004728467203676701,0.06804833561182022
5679,1775010724.2566187,-0.8016626834869385,0.22896161675453186,-1.500808596611023,-0.0053172060288488865,0.9976544976234436,0.004701228346675634,0.06808192282915115
5680,1775010724.26773,-0.8016637563705444,0.2289661020040512,-1.5008126497268677,-0.005318175535649061,0.9976533055305481,0.0047014872543513775,0.06809941679239273
5681,1775010724.278841,-0.8016651272773743,0.22896206378936768,-1.5008198022842407,-0.005320632830262184,0.9976538419723511,0.004702939186245203,0.06809265911579132
5682,1775010724.289952,-0.8016654253005981,0.2289557307958603,-1.5008193254470825,-0.005301982630044222,0.9976538419723511,0.004721133969724178,0.06809143722057343
5683,1775010724.3010633,-0.8016774654388428,0.22895856201648712,-1.5007961988449097,-0.005307937040925026,0.9976504445075989,0.004710921086370945,0.0681411623954773
